# Weather station Alexandroupoli (airport), Greece, WMO_ID=16627,selection from 01.01.2024 till 12.04.2026, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=16627&lang=en
#
"Local time in Alexandroupoli (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.11.2025 23:00";"19.8";"760.6";"761.0";"0.3";"73";"Wind blowing from the south-southeast";"8";"";"12";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"14.7";"";"";"";"";"";"";
"22.11.2025 20:00";"20.2";"760.3";"760.7";"-0.4";"63";"Wind blowing from the south";"9";"";"13";"60%.";" ";"";"";"";"20.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.9";"No precipitation";"12";"";"";"";"";
"22.11.2025 17:00";"19.8";"760.7";"761.1";"-0.3";"71";"Wind blowing from the south";"5";"";"9";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"15.0";"14.3";"";"";"";"";"";"";
"22.11.2025 14:00";"20.4";"761.0";"761.4";"-0.6";"75";"Wind blowing from the south";"7";"";"10";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"15.7";"No precipitation";"6";"";"";"";"";
"22.11.2025 11:00";"20.4";"761.6";"762.0";"0.4";"81";"Wind blowing from the south";"6";"";"10";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.1";"";"";"";"";"";"";
"22.11.2025 08:00";"19.2";"761.2";"761.6";"0.2";"85";"Wind blowing from the south";"6";"";"11";"40%.";" ";"";"";"17.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"16.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"22.11.2025 05:00";"18.6";"761.0";"761.4";"0.0";"90";"Wind blowing from the south-southwest";"8";"";"10";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.0";"";"";"";"";"";"";
"22.11.2025 02:00";"18.0";"761.0";"761.4";"-0.6";"90";"Wind blowing from the south-southwest";"4";"";"8";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.3";"No precipitation";"6";"";"";"";"";
"21.11.2025 23:00";"17.0";"761.6";"762.0";"0.2";"90";"Wind blowing from the south";"2";"";"6";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.3";"";"";"";"";"";"";
"21.11.2025 20:00";"19.4";"761.4";"761.8";"0.0";"87";"Wind blowing from the west-southwest";"3";"";"8";"70 – 80%.";" ";"";"";"";"21.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.1";"No precipitation";"12";"";"";"";"";
"21.11.2025 17:00";"20.2";"761.4";"761.8";"0.1";"80";"Wind blowing from the south-west";"8";"";"13";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"16.6";"";"";"";"";"";"";
"21.11.2025 14:00";"21.2";"761.3";"761.7";"-0.2";"75";"Wind blowing from the south-southwest";"10";"";"16";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"16.6";"No precipitation";"6";"";"";"";"";
"21.11.2025 11:00";"20.8";"761.5";"761.9";"0.5";"75";"Wind blowing from the south-southwest";"10";"";"15";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"16.2";"";"";"";"";"";"";
"21.11.2025 08:00";"19.6";"761.0";"761.4";"0.3";"76";"Wind blowing from the south";"10";"";"15";"70 – 80%.";" ";"";"";"16.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"15.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"21.11.2025 05:00";"18.8";"760.7";"761.1";"-0.5";"87";"Wind blowing from the south";"6";"";"11";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"16.5";"";"";"";"";"";"";
"21.11.2025 02:00";"18.6";"761.2";"761.6";"-0.6";"87";"Wind blowing from the south";"7";"";"10";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"15.0";"16.3";"No precipitation";"6";"";"";"";"";
"20.11.2025 23:00";"16.4";"761.8";"762.2";"0.1";"90";"Wind blowing from the south-east";"3";"";"6";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"14.7";"";"";"";"";"";"";
"20.11.2025 20:00";"18.4";"761.7";"762.1";"0.7";"84";"Wind blowing from the south-southwest";"3";"";"10";"90  or more, but not 100%";" ";"";"";"";"21.2";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"15.0";"15.7";"No precipitation";"12";"";"";"";"";
"20.11.2025 17:00";"19.0";"761.0";"761.4";"-0.2";"84";"Wind blowing from the south-southwest";"7";"";"12";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"15.0";"16.3";"";"";"";"";"";"";
"20.11.2025 14:00";"20.0";"761.2";"761.6";"-0.7";"80";"Wind blowing from the south-southwest";"9";"";"13";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"16.4";"No precipitation";"6";"";"";"";"";
"20.11.2025 11:00";"20.0";"761.9";"762.3";"0.3";"78";"Wind blowing from the south";"6";"";"9";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"16.0";"";"";"";"";"";"";
"20.11.2025 08:00";"19.0";"761.6";"762.0";"0.4";"87";"Wind blowing from the south";"7";"";"12";"90  or more, but not 100%";" ";"";"";"18.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"20.11.2025 05:00";"19.0";"761.2";"761.6";"-0.5";"84";"Wind blowing from the south";"8";"";"11";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"16.3";"";"";"";"";"";"";
"20.11.2025 02:00";"19.0";"761.7";"762.1";"-0.2";"83";"Wind blowing from the south";"8";"";"11";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"16.0";"No precipitation";"6";"";"";"";"";
"19.11.2025 23:00";"19.0";"761.9";"762.3";"0.2";"81";"Wind blowing from the south";"8";"";"12";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"15.6";"";"";"";"";"";"";
"19.11.2025 20:00";"19.0";"761.7";"762.1";"0.1";"81";"Wind blowing from the south";"8";"";"12";"70 – 80%.";" ";"";"";"";"21.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"15.6";"No precipitation";"12";"";"";"";"";
"19.11.2025 17:00";"19.0";"761.6";"762.0";"-0.3";"81";"Wind blowing from the south";"8";"";"13";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"15.6";"";"";"";"";"";"";
"19.11.2025 14:00";"21.0";"761.9";"762.3";"-0.4";"82";"Wind blowing from the south";"9";"";"15";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"17.8";"No precipitation";"6";"";"";"";"";
"19.11.2025 11:00";"20.0";"762.3";"762.7";"0.8";"81";"Wind blowing from the south";"8";"";"15";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"16.7";"";"";"";"";"";"";
